Tournament,Stage,Match Type,Map,Agent,Pick Rate
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Pearl,brimstone,0%
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Pearl,harbor,0%
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Pearl,raze,0%
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Pearl,gekko,0%
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Pearl,iso,0%
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Pearl,vyse,50%
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Pearl,killjoy,50%
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Pearl,tejo,50%
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Pearl,phoenix,50%
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Pearl,chamber,0%
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Pearl,veto,0%
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Pearl,clove,0%
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Pearl,sage,0%
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Pearl,reyna,0%
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Pearl,cypher,0%
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Pearl,breach,0%
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Pearl,kayo,0%
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Pearl,jett,0%
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Pearl,deadlock,0%
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Pearl,miks,0%
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Split,astra,50%
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Split,viper,100%
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Split,waylay,50%
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Split,yoru,50%
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Split,fade,100%
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Split,neon,100%
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Split,sova,0%
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Split,omen,50%
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Split,skye,0%
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Split,brimstone,0%
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Split,harbor,0%
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Split,raze,0%
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Split,gekko,0%
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Split,iso,0%
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Split,vyse,0%
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Split,killjoy,0%
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Split,tejo,0%
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Split,phoenix,0%
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Split,chamber,0%
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Split,veto,0%
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Split,clove,0%
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Split,sage,0%
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Split,reyna,0%
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Split,cypher,0%
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Split,breach,0%
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Split,kayo,0%
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Split,jett,0%
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Split,deadlock,0%
Valorant Masters Santiago 2026,Playoffs,Upper Semifinals,Split,miks,0%
Valorant Masters Santiago 2026,Playoffs,Upper Final,All Maps,viper,75%
Valorant Masters Santiago 2026,Playoffs,Upper Final,All Maps,yoru,75%
Valorant Masters Santiago 2026,Playoffs,Upper Final,All Maps,omen,50%
Valorant Masters Santiago 2026,Playoffs,Upper Final,All Maps,brimstone,50%
Valorant Masters Santiago 2026,Playoffs,Upper Final,All Maps,waylay,50%
Valorant Masters Santiago 2026,Playoffs,Upper Final,All Maps,fade,50%
Valorant Masters Santiago 2026,Playoffs,Upper Final,All Maps,sova,50%
Valorant Masters Santiago 2026,Playoffs,Upper Final,All Maps,cypher,25%
Valorant Masters Santiago 2026,Playoffs,Upper Final,All Maps,tejo,25%
Valorant Masters Santiago 2026,Playoffs,Upper Final,All Maps,raze,25%
Valorant Masters Santiago 2026,Playoffs,Upper Final,All Maps,neon,25%
Valorant Masters Santiago 2026,Playoffs,Upper Final,All Maps,vyse,0%
Valorant Masters Santiago 2026,Playoffs,Upper Final,All Maps,veto,0%
Valorant Masters Santiago 2026,Playoffs,Upper Final,All Maps,skye,0%
Valorant Masters Santiago 2026,Playoffs,Upper Final,All Maps,sage,0%
Valorant Masters Santiago 2026,Playoffs,Upper Final,All Maps,reyna,0%
Valorant Masters Santiago 2026,Playoffs,Upper Final,All Maps,astra,0%
Valorant Masters Santiago 2026,Playoffs,Upper Final,All Maps,phoenix,0%
Valorant Masters Santiago 2026,Playoffs,Upper Final,All Maps,breach,0%
Valorant Masters Santiago 2026,Playoffs,Upper Final,All Maps,killjoy,0%
Valorant Masters Santiago 2026,Playoffs,Upper Final,All Maps,kayo,0%
Valorant Masters Santiago 2026,Playoffs,Upper Final,All Maps,jett,0%
Valorant Masters Santiago 2026,Playoffs,Upper Final,All Maps,iso,0%
Valorant Masters Santiago 2026,Playoffs,Upper Final,All Maps,harbor,0%
Valorant Masters Santiago 2026,Playoffs,Upper Final,All Maps,gekko,0%
Valorant Masters Santiago 2026,Playoffs,Upper Final,All Maps,deadlock,0%
Valorant Masters Santiago 2026,Playoffs,Upper Final,All Maps,clove,0%
Valorant Masters Santiago 2026,Playoffs,Upper Final,All Maps,chamber,0%
Valorant Masters Santiago 2026,Playoffs,Upper Final,All Maps,miks,0%
Valorant Masters Santiago 2026,Playoffs,Upper Final,Abyss,viper,50%
Valorant Masters Santiago 2026,Playoffs,Upper Final,Abyss,yoru,50%
Valorant Masters Santiago 2026,Playoffs,Upper Final,Abyss,omen,100%
Valorant Masters Santiago 2026,Playoffs,Upper Final,Abyss,brimstone,0%
Valorant Masters Santiago 2026,Playoffs,Upper Final,Abyss,waylay,100%
Valorant Masters Santiago 2026,Playoffs,Upper Final,Abyss,fade,0%
Valorant Masters Santiago 2026,Playoffs,Upper Final,Abyss,sova,100%
Valorant Masters Santiago 2026,Playoffs,Upper Final,Abyss,cypher,50%
Valorant Masters Santiago 2026,Playoffs,Upper Final,Abyss,tejo,50%
Valorant Masters Santiago 2026,Playoffs,Upper Final,Abyss,raze,0%
Valorant Masters Santiago 2026,Playoffs,Upper Final,Abyss,neon,0%
Valorant Masters Santiago 2026,Playoffs,Upper Final,Abyss,vyse,0%
Valorant Masters Santiago 2026,Playoffs,Upper Final,Abyss,veto,0%
Valorant Masters Santiago 2026,Playoffs,Upper Final,Abyss,skye,0%
Valorant Masters Santiago 2026,Playoffs,Upper Final,Abyss,sage,0%
Valorant Masters Santiago 2026,Playoffs,Upper Final,Abyss,reyna,0%
Valorant Masters Santiago 2026,Playoffs,Upper Final,Abyss,astra,0%
Valorant Masters Santiago 2026,Playoffs,Upper Final,Abyss,phoenix,0%
Valorant Masters Santiago 2026,Playoffs,Upper Final,Abyss,breach,0%
Valorant Masters Santiago 2026,Playoffs,Upper Final,Abyss,killjoy,0%
Valorant Masters Santiago 2026,Playoffs,Upper Final,Abyss,kayo,0%
Valorant Masters Santiago 2026,Playoffs,Upper Final,Abyss,jett,0%
Valorant Masters Santiago 2026,Playoffs,Upper Final,Abyss,iso,0%
Valorant Masters Santiago 2026,Playoffs,Upper Final,Abyss,harbor,0%
Valorant Masters Santiago 2026,Playoffs,Upper Final,Abyss,gekko,0%
Valorant Masters Santiago 2026,Playoffs,Upper Final,Abyss,deadlock,0%
Valorant Masters Santiago 2026,Playoffs,Upper Final,Abyss,clove,0%
Valorant Masters Santiago 2026,Playoffs,Upper Final,Abyss,chamber,0%
Valorant Masters Santiago 2026,Playoffs,Upper Final,Abyss,miks,0%
Valorant Masters Santiago 2026,Playoffs,Upper Final,Bind,viper,100%
Valorant Masters Santiago 2026,Playoffs,Upper Final,Bind,yoru,100%
Valorant Masters Santiago 2026,Playoffs,Upper Final,Bind,omen,0%
Valorant Masters Santiago 2026,Playoffs,Upper Final,Bind,brimstone,100%
Valorant Masters Santiago 2026,Playoffs,Upper Final,Bind,waylay,0%
Valorant Masters Santiago 2026,Playoffs,Upper Final,Bind,fade,100%
Valorant Masters Santiago 2026,Playoffs,Upper Final,Bind,sova,0%
Valorant Masters Santiago 2026,Playoffs,Upper Final,Bind,cypher,0%
Valorant Masters Santiago 2026,Playoffs,Upper Final,Bind,tejo,0%
Valorant Masters Santiago 2026,Playoffs,Upper Final,Bind,raze,50%
Valorant Masters Santiago 2026,Playoffs,Upper Final,Bind,neon,50%
Valorant Masters Santiago 2026,Playoffs,Upper Final,Bind,vyse,0%
Valorant Masters Santiago 2026,Playoffs,Upper Final,Bind,veto,0%
Valorant Masters Santiago 2026,Playoffs,Upper Final,Bind,skye,0%
Valorant Masters Santiago 2026,Playoffs,Upper Final,Bind,sage,0%
Valorant Masters Santiago 2026,Playoffs,Upper Final,Bind,reyna,0%
Valorant Masters Santiago 2026,Playoffs,Upper Final,Bind,astra,0%
Valorant Masters Santiago 2026,Playoffs,Upper Final,Bind,phoenix,0%
Valorant Masters Santiago 2026,Playoffs,Upper Final,Bind,breach,0%
Valorant Masters Santiago 2026,Playoffs,Upper Final,Bind,killjoy,0%
Valorant Masters Santiago 2026,Playoffs,Upper Final,Bind,kayo,0%
Valorant Masters Santiago 2026,Playoffs,Upper Final,Bind,jett,0%
Valorant Masters Santiago 2026,Playoffs,Upper Final,Bind,iso,0%
Valorant Masters Santiago 2026,Playoffs,Upper Final,Bind,harbor,0%
Valorant Masters Santiago 2026,Playoffs,Upper Final,Bind,gekko,0%
Valorant Masters Santiago 2026,Playoffs,Upper Final,Bind,deadlock,0%
Valorant Masters Santiago 2026,Playoffs,Upper Final,Bind,clove,0%
Valorant Masters Santiago 2026,Playoffs,Upper Final,Bind,chamber,0%
Valorant Masters Santiago 2026,Playoffs,Upper Final,Bind,miks,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,All Maps,omen,100%
Valorant Masters Santiago 2026,Playoffs,Grand Final,All Maps,yoru,83%
Valorant Masters Santiago 2026,Playoffs,Grand Final,All Maps,viper,67%
Valorant Masters Santiago 2026,Playoffs,Grand Final,All Maps,fade,67%
Valorant Masters Santiago 2026,Playoffs,Grand Final,All Maps,waylay,50%
Valorant Masters Santiago 2026,Playoffs,Grand Final,All Maps,vyse,33%
Valorant Masters Santiago 2026,Playoffs,Grand Final,All Maps,sova,33%
Valorant Masters Santiago 2026,Playoffs,Grand Final,All Maps,neon,33%
Valorant Masters Santiago 2026,Playoffs,Grand Final,All Maps,cypher,17%
Valorant Masters Santiago 2026,Playoffs,Grand Final,All Maps,raze,17%
Valorant Masters Santiago 2026,Playoffs,Grand Final,All Maps,veto,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,All Maps,tejo,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,All Maps,skye,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,All Maps,sage,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,All Maps,reyna,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,All Maps,phoenix,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,All Maps,astra,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,All Maps,breach,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,All Maps,killjoy,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,All Maps,kayo,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,All Maps,jett,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,All Maps,iso,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,All Maps,harbor,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,All Maps,gekko,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,All Maps,deadlock,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,All Maps,clove,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,All Maps,chamber,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,All Maps,brimstone,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,All Maps,miks,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Abyss,omen,100%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Abyss,yoru,100%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Abyss,viper,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Abyss,fade,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Abyss,waylay,100%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Abyss,vyse,50%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Abyss,sova,100%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Abyss,neon,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Abyss,cypher,50%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Abyss,raze,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Abyss,veto,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Abyss,tejo,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Abyss,skye,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Abyss,sage,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Abyss,reyna,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Abyss,phoenix,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Abyss,astra,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Abyss,breach,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Abyss,killjoy,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Abyss,kayo,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Abyss,jett,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Abyss,iso,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Abyss,harbor,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Abyss,gekko,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Abyss,deadlock,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Abyss,clove,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Abyss,chamber,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Abyss,brimstone,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Abyss,miks,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Corrode,omen,100%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Corrode,yoru,50%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Corrode,viper,100%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Corrode,fade,100%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Corrode,waylay,50%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Corrode,vyse,50%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Corrode,sova,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Corrode,neon,50%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Corrode,cypher,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Corrode,raze,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Corrode,veto,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Corrode,tejo,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Corrode,skye,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Corrode,sage,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Corrode,reyna,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Corrode,phoenix,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Corrode,astra,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Corrode,breach,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Corrode,killjoy,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Corrode,kayo,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Corrode,jett,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Corrode,iso,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Corrode,harbor,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Corrode,gekko,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Corrode,deadlock,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Corrode,clove,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Corrode,chamber,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Corrode,brimstone,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Corrode,miks,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Split,omen,100%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Split,yoru,100%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Split,viper,100%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Split,fade,100%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Split,waylay,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Split,vyse,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Split,sova,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Split,neon,50%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Split,cypher,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Split,raze,50%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Split,veto,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Split,tejo,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Split,skye,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Split,sage,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Split,reyna,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Split,phoenix,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Split,astra,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Split,breach,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Split,killjoy,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Split,kayo,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Split,jett,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Split,iso,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Split,harbor,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Split,gekko,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Split,deadlock,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Split,clove,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Split,chamber,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Split,brimstone,0%
Valorant Masters Santiago 2026,Playoffs,Grand Final,Split,miks,0%
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,All Maps,yoru,75%
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,All Maps,viper,58%
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,All Maps,sova,50%
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,All Maps,omen,50%
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,All Maps,fade,42%
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,All Maps,waylay,42%
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,All Maps,astra,42%
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,All Maps,neon,33%
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,All Maps,cypher,33%
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,All Maps,raze,25%
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,All Maps,killjoy,17%
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,All Maps,skye,8%
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,All Maps,brimstone,8%
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,All Maps,jett,8%
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,All Maps,tejo,8%
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,All Maps,vyse,0%
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,All Maps,chamber,0%
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,All Maps,veto,0%
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,All Maps,clove,0%
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,All Maps,deadlock,0%
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,All Maps,sage,0%
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,All Maps,reyna,0%
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,All Maps,gekko,0%
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,All Maps,phoenix,0%
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,All Maps,breach,0%
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,All Maps,kayo,0%
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,All Maps,iso,0%
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,All Maps,harbor,0%
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,All Maps,miks,0%
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,Abyss,yoru,50%
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,Abyss,viper,0%
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,Abyss,sova,100%
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,Abyss,omen,100%
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,Abyss,fade,0%
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,Abyss,waylay,100%
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,Abyss,astra,50%
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,Abyss,neon,0%
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,Abyss,cypher,50%
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,Abyss,raze,0%
Valorant Masters Santiago 2026,Playoffs,Lower Round 1,Abyss,killjoy,0%
