Tournament,Stage,Match Type,Map,Agent,Pick Rate
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Breeze,clove,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Breeze,tejo,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Breeze,sage,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Breeze,deadlock,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Breeze,reyna,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Breeze,phoenix,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Breeze,gekko,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Breeze,harbor,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Breeze,breach,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Breeze,miks,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Haven,viper,100%
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Haven,brimstone,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Haven,yoru,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Haven,waylay,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Haven,sova,50%
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Haven,fade,50%
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Haven,jett,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Haven,skye,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Haven,omen,100%
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Haven,neon,100%
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Haven,astra,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Haven,chamber,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Haven,killjoy,50%
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Haven,veto,50%
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Haven,raze,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Haven,kayo,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Haven,iso,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Haven,cypher,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Haven,vyse,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Haven,clove,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Haven,tejo,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Haven,sage,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Haven,deadlock,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Haven,reyna,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Haven,phoenix,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Haven,gekko,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Haven,harbor,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Haven,breach,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Haven,miks,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,All Maps,astra,67%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,All Maps,waylay,67%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,All Maps,kayo,50%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,All Maps,chamber,50%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,All Maps,omen,33%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,All Maps,viper,33%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,All Maps,tejo,33%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,All Maps,skye,33%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,All Maps,neon,17%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,All Maps,breach,17%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,All Maps,sage,17%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,All Maps,sova,17%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,All Maps,jett,17%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,All Maps,raze,17%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,All Maps,fade,17%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,All Maps,veto,17%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,All Maps,vyse,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,All Maps,reyna,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,All Maps,miks,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,All Maps,phoenix,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,All Maps,killjoy,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,All Maps,iso,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,All Maps,harbor,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,All Maps,gekko,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,All Maps,deadlock,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,All Maps,cypher,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,All Maps,clove,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,All Maps,brimstone,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,All Maps,yoru,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Abyss,astra,100%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Abyss,waylay,100%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Abyss,kayo,50%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Abyss,chamber,50%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Abyss,omen,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Abyss,viper,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Abyss,tejo,50%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Abyss,skye,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Abyss,neon,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Abyss,breach,50%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Abyss,sage,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Abyss,sova,50%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Abyss,jett,50%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Abyss,raze,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Abyss,fade,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Abyss,veto,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Abyss,vyse,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Abyss,reyna,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Abyss,miks,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Abyss,phoenix,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Abyss,killjoy,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Abyss,iso,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Abyss,harbor,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Abyss,gekko,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Abyss,deadlock,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Abyss,cypher,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Abyss,clove,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Abyss,brimstone,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Abyss,yoru,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Pearl,astra,100%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Pearl,waylay,50%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Pearl,kayo,100%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Pearl,chamber,50%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Pearl,omen,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Pearl,viper,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Pearl,tejo,50%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Pearl,skye,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Pearl,neon,50%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Pearl,breach,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Pearl,sage,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Pearl,sova,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Pearl,jett,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Pearl,raze,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Pearl,fade,50%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Pearl,veto,50%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Pearl,vyse,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Pearl,reyna,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Pearl,miks,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Pearl,phoenix,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Pearl,killjoy,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Pearl,iso,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Pearl,harbor,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Pearl,gekko,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Pearl,deadlock,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Pearl,cypher,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Pearl,clove,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Pearl,brimstone,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Pearl,yoru,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Split,astra,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Split,waylay,50%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Split,kayo,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Split,chamber,50%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Split,omen,100%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Split,viper,100%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Split,tejo,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Split,skye,100%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Split,neon,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Split,breach,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Split,sage,50%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Split,sova,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Split,jett,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Split,raze,50%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Split,fade,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Split,veto,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Split,vyse,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Split,reyna,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Split,miks,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Split,phoenix,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Split,killjoy,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Split,iso,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Split,harbor,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Split,gekko,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Split,deadlock,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Split,cypher,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Split,clove,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Split,brimstone,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,Split,yoru,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,All Maps,waylay,100%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,All Maps,astra,75%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,All Maps,tejo,75%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,All Maps,sova,50%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,All Maps,kayo,50%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,All Maps,omen,25%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,All Maps,chamber,25%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,All Maps,viper,25%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,All Maps,veto,25%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,All Maps,fade,25%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,All Maps,killjoy,25%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,All Maps,vyse,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,All Maps,skye,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,All Maps,sage,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,All Maps,reyna,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,All Maps,raze,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,All Maps,miks,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,All Maps,phoenix,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,All Maps,neon,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,All Maps,breach,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,All Maps,jett,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,All Maps,iso,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,All Maps,harbor,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,All Maps,gekko,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,All Maps,deadlock,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,All Maps,cypher,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,All Maps,clove,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,All Maps,brimstone,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,All Maps,yoru,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,Abyss,waylay,100%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,Abyss,astra,50%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,Abyss,tejo,100%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,Abyss,sova,50%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,Abyss,kayo,50%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,Abyss,omen,50%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,Abyss,chamber,50%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,Abyss,viper,50%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,Abyss,veto,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,Abyss,fade,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,Abyss,killjoy,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,Abyss,vyse,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,Abyss,skye,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,Abyss,sage,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,Abyss,reyna,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,Abyss,raze,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,Abyss,miks,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,Abyss,phoenix,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,Abyss,neon,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,Abyss,breach,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,Abyss,jett,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,Abyss,iso,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,Abyss,harbor,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,Abyss,gekko,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,Abyss,deadlock,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,Abyss,cypher,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,Abyss,clove,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,Abyss,brimstone,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,Abyss,yoru,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,Pearl,waylay,100%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,Pearl,astra,100%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,Pearl,tejo,50%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,Pearl,sova,50%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,Pearl,kayo,50%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,Pearl,omen,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,Pearl,chamber,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,Pearl,viper,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,Pearl,veto,50%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,Pearl,fade,50%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,Pearl,killjoy,50%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,Pearl,vyse,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,Pearl,skye,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,Pearl,sage,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,Pearl,reyna,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,Pearl,raze,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,Pearl,miks,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,Pearl,phoenix,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,Pearl,neon,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,Pearl,breach,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,Pearl,jett,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,Pearl,iso,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,Pearl,harbor,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,Pearl,gekko,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,Pearl,deadlock,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,Pearl,cypher,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,Pearl,clove,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,Pearl,brimstone,0%
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,Pearl,yoru,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,All Maps,viper,90%
VCT 2026: Americas Kickoff,Main Event,Lower Final,All Maps,omen,70%
VCT 2026: Americas Kickoff,Main Event,Lower Final,All Maps,sova,60%
VCT 2026: Americas Kickoff,Main Event,Lower Final,All Maps,waylay,50%
VCT 2026: Americas Kickoff,Main Event,Lower Final,All Maps,kayo,30%
VCT 2026: Americas Kickoff,Main Event,Lower Final,All Maps,tejo,30%
VCT 2026: Americas Kickoff,Main Event,Lower Final,All Maps,astra,20%
VCT 2026: Americas Kickoff,Main Event,Lower Final,All Maps,skye,20%
VCT 2026: Americas Kickoff,Main Event,Lower Final,All Maps,raze,20%
VCT 2026: Americas Kickoff,Main Event,Lower Final,All Maps,neon,20%
VCT 2026: Americas Kickoff,Main Event,Lower Final,All Maps,killjoy,20%
VCT 2026: Americas Kickoff,Main Event,Lower Final,All Maps,yoru,20%
VCT 2026: Americas Kickoff,Main Event,Lower Final,All Maps,fade,20%
VCT 2026: Americas Kickoff,Main Event,Lower Final,All Maps,brimstone,20%
VCT 2026: Americas Kickoff,Main Event,Lower Final,All Maps,jett,10%
VCT 2026: Americas Kickoff,Main Event,Lower Final,All Maps,cypher,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,All Maps,vyse,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,All Maps,chamber,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,All Maps,veto,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,All Maps,clove,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,All Maps,sage,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,All Maps,deadlock,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,All Maps,iso,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,All Maps,reyna,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,All Maps,phoenix,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,All Maps,gekko,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,All Maps,harbor,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,All Maps,breach,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,All Maps,miks,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Abyss,viper,50%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Abyss,omen,100%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Abyss,sova,100%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Abyss,waylay,50%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Abyss,kayo,50%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Abyss,tejo,50%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Abyss,astra,50%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Abyss,skye,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Abyss,raze,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Abyss,neon,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Abyss,killjoy,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Abyss,yoru,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Abyss,fade,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Abyss,brimstone,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Abyss,jett,50%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Abyss,cypher,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Abyss,vyse,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Abyss,chamber,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Abyss,veto,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Abyss,clove,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Abyss,sage,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Abyss,deadlock,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Abyss,iso,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Abyss,reyna,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Abyss,phoenix,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Abyss,gekko,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Abyss,harbor,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Abyss,breach,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Abyss,miks,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Bind,viper,100%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Bind,omen,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Bind,sova,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Bind,waylay,50%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Bind,kayo,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Bind,tejo,50%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Bind,astra,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Bind,skye,50%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Bind,raze,50%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Bind,neon,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Bind,killjoy,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Bind,yoru,50%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Bind,fade,50%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Bind,brimstone,100%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Bind,jett,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Bind,cypher,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Bind,vyse,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Bind,chamber,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Bind,veto,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Bind,clove,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Bind,sage,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Bind,deadlock,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Bind,iso,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Bind,reyna,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Bind,phoenix,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Bind,gekko,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Bind,harbor,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Bind,breach,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Bind,miks,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Corrode,viper,100%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Corrode,omen,100%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Corrode,sova,100%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Corrode,waylay,100%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Corrode,kayo,100%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Corrode,tejo,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Corrode,astra,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Corrode,skye,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Corrode,raze,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Corrode,neon,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Corrode,killjoy,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Corrode,yoru,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Corrode,fade,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Corrode,brimstone,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Corrode,jett,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Corrode,cypher,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Corrode,vyse,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Corrode,chamber,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Corrode,veto,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Corrode,clove,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Corrode,sage,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Corrode,deadlock,0%
VCT 2026: Americas Kickoff,Main Event,Lower Final,Corrode,iso,0%
